"data"	"variant"	"q"	"k"	"l"	"Tani"	"filesizea"	"filesizeb"	"realpositives"	"tp"	"fp"	"tn"	"fn"	"recall"	"precision"	"Fmeasure"	"RMSE"
"German Telephone CD 20% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"1"	"10000"	"10000"	"10000"	"8481"	"1"	"1519"	"99989999"	"0.8481"	"0.999882103277529"	"0.923991051638764"	"0.0201802832258782"
"German Telephone CD 20% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.95"	"10000"	"10000"	"10000"	"8871"	"13"	"1129"	"99989987"	"0.8871"	"0.99853669518235"	"0.942818347591175"	"0.0201802832258782"
"German Telephone CD 20% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.9"	"10000"	"10000"	"10000"	"9501"	"77"	"499"	"99989923"	"0.9501"	"0.991960743370223"	"0.971030371685112"	"0.0201802832258782"
"German Telephone CD 20% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.85"	"10000"	"10000"	"10000"	"9829"	"694"	"171"	"99989306"	"0.9829"	"0.934049225506034"	"0.958474612753017"	"0.0201802832258782"
"German Telephone CD 20% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.8"	"10000"	"10000"	"10000"	"9950"	"4224"	"50"	"99985776"	"0.995"	"0.701989558346268"	"0.848494779173134"	"0.0201802832258782"
"German Telephone CD 20% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"1"	"10000"	"10000"	"10000"	"8494"	"1"	"1506"	"99989999"	"0.8494"	"0.999882283696292"	"0.924641141848146"	"0.0190468132254322"
"German Telephone CD 20% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.95"	"10000"	"10000"	"10000"	"8615"	"3"	"1385"	"99989997"	"0.8615"	"0.999651891390114"	"0.930575945695057"	"0.0190468132254322"
"German Telephone CD 20% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.9"	"10000"	"10000"	"10000"	"9279"	"43"	"721"	"99989957"	"0.9279"	"0.995387255953658"	"0.961643627976829"	"0.0190468132254322"
"German Telephone CD 20% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.85"	"10000"	"10000"	"10000"	"9676"	"196"	"324"	"99989804"	"0.9676"	"0.980145867098866"	"0.973872933549433"	"0.0190468132254322"
"German Telephone CD 20% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.8"	"10000"	"10000"	"10000"	"9875"	"1040"	"125"	"99988960"	"0.9875"	"0.904718277599634"	"0.946109138799817"	"0.0190468132254322"
"German Telephone CD 20% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"1"	"10000"	"10000"	"10000"	"8056"	"0"	"1944"	"99990000"	"0.8056"	"1"	"0.9028"	"0.0190468132254322"
"German Telephone CD 20% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.95"	"10000"	"10000"	"10000"	"8103"	"0"	"1897"	"99990000"	"0.8103"	"1"	"0.90515"	"0.0190468132254322"
"German Telephone CD 20% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.9"	"10000"	"10000"	"10000"	"8213"	"0"	"1787"	"99990000"	"0.8213"	"1"	"0.91065"	"0.0190468132254322"
"German Telephone CD 20% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.85"	"10000"	"10000"	"10000"	"8465"	"1"	"1535"	"99989999"	"0.8465"	"0.999881880463029"	"0.923190940231514"	"0.0190468132254322"
"German Telephone CD 20% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.8"	"10000"	"10000"	"10000"	"8759"	"7"	"1241"	"99989993"	"0.8759"	"0.999201460187086"	"0.937550730093543"	"0.0190468132254322"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"1"	"10000"	"10000"	"10000"	"8494"	"1"	"1506"	"99989999"	"0.8494"	"0.999882283696292"	"0.924641141848146"	"0.162638534018939"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.95"	"10000"	"10000"	"10000"	"8615"	"3"	"1385"	"99989997"	"0.8615"	"0.999651891390114"	"0.930575945695057"	"0.162638534018939"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.9"	"10000"	"10000"	"10000"	"9279"	"43"	"721"	"99989957"	"0.9279"	"0.995387255953658"	"0.961643627976829"	"0.162638534018939"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.85"	"10000"	"10000"	"10000"	"9676"	"196"	"324"	"99989804"	"0.9676"	"0.980145867098866"	"0.973872933549433"	"0.162638534018939"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.8"	"10000"	"10000"	"10000"	"9875"	"1040"	"125"	"99988960"	"0.9875"	"0.904718277599634"	"0.946109138799817"	"0.162638534018939"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RF)"	"1"	"16"	"500"	"1"	"10000"	"10000"	"10000"	"8481"	"1"	"1519"	"99989999"	"0.8481"	"0.999882103277529"	"0.923991051638764"	"0.0073363336786287"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RF)"	"1"	"16"	"500"	"0.95"	"10000"	"10000"	"10000"	"8948"	"13"	"1052"	"99989987"	"0.8948"	"0.998549269054793"	"0.946674634527397"	"0.0073363336786287"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RF)"	"1"	"16"	"500"	"0.9"	"10000"	"10000"	"10000"	"9568"	"152"	"432"	"99989848"	"0.9568"	"0.984362139917696"	"0.970581069958848"	"0.0073363336786287"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RF)"	"1"	"16"	"500"	"0.85"	"10000"	"10000"	"10000"	"9870"	"1235"	"130"	"99988765"	"0.987"	"0.888788833858622"	"0.937894416929311"	"0.0073363336786287"
"German Telephone CD 20% errors"	"Optimal Parameter choice (RF)"	"1"	"16"	"500"	"0.8"	"10000"	"10000"	"10000"	"9969"	"8114"	"31"	"99981886"	"0.9969"	"0.551291268041807"	"0.774095634020904"	"0.0073363336786287"
"German Telephone CD 20% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"1"	"10000"	"10000"	"10000"	"8056"	"0"	"1944"	"99990000"	"0.8056"	"1"	"0.9028"	"0.102635737633502"
"German Telephone CD 20% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.95"	"10000"	"10000"	"10000"	"8123"	"0"	"1877"	"99990000"	"0.8123"	"1"	"0.90615"	"0.102635737633502"
"German Telephone CD 20% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.9"	"10000"	"10000"	"10000"	"8372"	"1"	"1628"	"99989999"	"0.8372"	"0.999880568493969"	"0.918540284246984"	"0.102635737633502"
"German Telephone CD 20% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.85"	"10000"	"10000"	"10000"	"8770"	"7"	"1230"	"99989993"	"0.877"	"0.999202460977555"	"0.938101230488777"	"0.102635737633502"
"German Telephone CD 20% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.8"	"10000"	"10000"	"10000"	"9225"	"61"	"775"	"99989939"	"0.9225"	"0.993430971354728"	"0.957965485677364"	"0.102635737633502"
"German Telephone CD 0% errors"	"Standard CLK k = 5"	"2"	"5"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 10"	"2"	"10"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"4"	"0"	"99989996"	"1"	"0.999600159936026"	"0.999800079968013"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 15"	"2"	"15"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	NA
"German Telephone CD 0% errors"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"8"	"0"	"99989992"	"1"	"0.999200639488409"	"0.999600319744205"	NA
"German Telephone CD 0% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.0209112737244638"
"German Telephone CD 0% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"14"	"0"	"99989986"	"1"	"0.998601957259836"	"0.999300978629918"	"0.0209112737244638"
"German Telephone CD 0% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"86"	"0"	"99989914"	"1"	"0.99147332936744"	"0.99573666468372"	"0.0209112737244638"
"German Telephone CD 0% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"762"	"0"	"99989238"	"1"	"0.929195316855603"	"0.964597658427802"	"0.0209112737244638"
"German Telephone CD 0% errors"	"Optimal Parameter choice (LM)"	"1"	"12"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"4544"	"0"	"99985456"	"1"	"0.687568756875688"	"0.843784378437844"	"0.0209112737244638"
"German Telephone CD 0% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.017880622022316"
"German Telephone CD 0% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"4"	"0"	"99989996"	"1"	"0.999600159936026"	"0.999800079968013"	"0.017880622022316"
"German Telephone CD 0% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"46"	"0"	"99989954"	"1"	"0.995421063109695"	"0.997710531554848"	"0.017880622022316"
"German Telephone CD 0% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"220"	"0"	"99989780"	"1"	"0.978473581213307"	"0.989236790606654"	"0.017880622022316"
"German Telephone CD 0% errors"	"Optimal Parameter choice (BIC)"	"1"	"1"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"1148"	"0"	"99988852"	"1"	"0.897021887334051"	"0.948510943667025"	"0.017880622022316"
"German Telephone CD 0% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.017880622022316"
"German Telephone CD 0% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.017880622022316"
"German Telephone CD 0% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.017880622022316"
"German Telephone CD 0% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.017880622022316"
"German Telephone CD 0% errors"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"10"	"0"	"99989990"	"1"	"0.999000999000999"	"0.999500499500499"	"0.017880622022316"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.285634755731541"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"4"	"0"	"99989996"	"1"	"0.999600159936026"	"0.999800079968013"	"0.285634755731541"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"46"	"0"	"99989954"	"1"	"0.995421063109695"	"0.997710531554848"	"0.285634755731541"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"220"	"0"	"99989780"	"1"	"0.978473581213307"	"0.989236790606654"	"0.285634755731541"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"1148"	"0"	"99988852"	"1"	"0.897021887334051"	"0.948510943667025"	"0.285634755731541"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RF)"	"3"	"29"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.00988417876898439"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RF)"	"3"	"29"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.00988417876898439"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RF)"	"3"	"29"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.00988417876898439"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RF)"	"3"	"29"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.00988417876898439"
"German Telephone CD 0% errors"	"Optimal Parameter choice (RF)"	"3"	"29"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.00988417876898439"
"German Telephone CD 0% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"1"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.0623762491202075"
"German Telephone CD 0% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.95"	"10000"	"10000"	"10000"	"10000"	"0"	"0"	"99990000"	"1"	"1"	"1"	"0.0623762491202075"
"German Telephone CD 0% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.9"	"10000"	"10000"	"10000"	"10000"	"2"	"0"	"99989998"	"1"	"0.999800039992002"	"0.999900019996001"	"0.0623762491202075"
"German Telephone CD 0% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.85"	"10000"	"10000"	"10000"	"10000"	"10"	"0"	"99989990"	"1"	"0.999000999000999"	"0.999500499500499"	"0.0623762491202075"
"German Telephone CD 0% errors"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.8"	"10000"	"10000"	"10000"	"10000"	"76"	"0"	"99989924"	"1"	"0.992457324335054"	"0.996228662167527"	"0.0623762491202075"
"FEBRL"	"Standard CLK k = 5"	"2"	"5"	"500"	"1"	"10000"	"10000"	"10000"	"8005"	"0"	"1995"	"99990000"	"0.8005"	"1"	"0.90025"	NA
"FEBRL"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.95"	"10000"	"10000"	"10000"	"8062"	"0"	"1938"	"99990000"	"0.8062"	"1"	"0.9031"	NA
"FEBRL"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.9"	"10000"	"10000"	"10000"	"8305"	"0"	"1695"	"99990000"	"0.8305"	"1"	"0.91525"	NA
"FEBRL"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.85"	"10000"	"10000"	"10000"	"8784"	"0"	"1216"	"99990000"	"0.8784"	"1"	"0.9392"	NA
"FEBRL"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.8"	"10000"	"10000"	"10000"	"9376"	"4"	"624"	"99989996"	"0.9376"	"0.999573560767591"	"0.968586780383795"	NA
"FEBRL"	"Standard CLK k = 10"	"2"	"10"	"500"	"1"	"10000"	"10000"	"10000"	"8005"	"0"	"1995"	"99990000"	"0.8005"	"1"	"0.90025"	NA
"FEBRL"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.95"	"10000"	"10000"	"10000"	"8087"	"0"	"1913"	"99990000"	"0.8087"	"1"	"0.90435"	NA
"FEBRL"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.9"	"10000"	"10000"	"10000"	"8402"	"0"	"1598"	"99990000"	"0.8402"	"1"	"0.9201"	NA
"FEBRL"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.85"	"10000"	"10000"	"10000"	"8969"	"0"	"1031"	"99990000"	"0.8969"	"1"	"0.94845"	NA
"FEBRL"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.8"	"10000"	"10000"	"10000"	"9564"	"6"	"436"	"99989994"	"0.9564"	"0.999373040752351"	"0.977886520376176"	NA
"FEBRL"	"Standard CLK k = 15"	"2"	"15"	"500"	"1"	"10000"	"10000"	"10000"	"8005"	"0"	"1995"	"99990000"	"0.8005"	"1"	"0.90025"	NA
"FEBRL"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.95"	"10000"	"10000"	"10000"	"8109"	"0"	"1891"	"99990000"	"0.8109"	"1"	"0.90545"	NA
"FEBRL"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.9"	"10000"	"10000"	"10000"	"8473"	"0"	"1527"	"99990000"	"0.8473"	"1"	"0.92365"	NA
"FEBRL"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.85"	"10000"	"10000"	"10000"	"9178"	"1"	"822"	"99989999"	"0.9178"	"0.999891055670552"	"0.958845527835276"	NA
"FEBRL"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.8"	"10000"	"10000"	"10000"	"9666"	"10"	"334"	"99989990"	"0.9666"	"0.99896651508888"	"0.98278325754444"	NA
"FEBRL"	"Optimal Parameter choice (LM)"	"2"	"15"	"500"	"1"	"10000"	"10000"	"10000"	"8005"	"0"	"1995"	"99990000"	"0.8005"	"1"	"0.90025"	"0.0186954145405804"
"FEBRL"	"Optimal Parameter choice (LM)"	"2"	"15"	"500"	"0.95"	"10000"	"10000"	"10000"	"8109"	"0"	"1891"	"99990000"	"0.8109"	"1"	"0.90545"	"0.0186954145405804"
"FEBRL"	"Optimal Parameter choice (LM)"	"2"	"15"	"500"	"0.9"	"10000"	"10000"	"10000"	"8473"	"0"	"1527"	"99990000"	"0.8473"	"1"	"0.92365"	"0.0186954145405804"
"FEBRL"	"Optimal Parameter choice (LM)"	"2"	"15"	"500"	"0.85"	"10000"	"10000"	"10000"	"9178"	"1"	"822"	"99989999"	"0.9178"	"0.999891055670552"	"0.958845527835276"	"0.0186954145405804"
"FEBRL"	"Optimal Parameter choice (LM)"	"2"	"15"	"500"	"0.8"	"10000"	"10000"	"10000"	"9666"	"10"	"334"	"99989990"	"0.9666"	"0.99896651508888"	"0.98278325754444"	"0.0186954145405804"
"FEBRL"	"Optimal Parameter choice (BIC)"	"1"	"7"	"500"	"1"	"10000"	"10000"	"10000"	"8495"	"28"	"1505"	"99989972"	"0.8495"	"0.996714771793969"	"0.923107385896985"	"0.0102847486867211"
"FEBRL"	"Optimal Parameter choice (BIC)"	"1"	"7"	"500"	"0.95"	"10000"	"10000"	"10000"	"8784"	"41"	"1216"	"99989959"	"0.8784"	"0.995354107648725"	"0.936877053824363"	"0.0102847486867211"
"FEBRL"	"Optimal Parameter choice (BIC)"	"1"	"7"	"500"	"0.9"	"10000"	"10000"	"10000"	"9516"	"275"	"484"	"99989725"	"0.9516"	"0.971912981309366"	"0.961756490654683"	"0.0102847486867211"
"FEBRL"	"Optimal Parameter choice (BIC)"	"1"	"7"	"500"	"0.85"	"10000"	"10000"	"10000"	"9866"	"1043"	"134"	"99988957"	"0.9866"	"0.904390869923916"	"0.945495434961958"	"0.0102847486867211"
"FEBRL"	"Optimal Parameter choice (BIC)"	"1"	"7"	"500"	"0.8"	"10000"	"10000"	"10000"	"9915"	"3723"	"85"	"99986277"	"0.9915"	"0.727012758468984"	"0.859256379234492"	"0.0102847486867211"
"FEBRL"	"50%-Rule Parameter choice"	"2"	"18"	"500"	"1"	"10000"	"10000"	"10000"	"8005"	"0"	"1995"	"99990000"	"0.8005"	"1"	"0.90025"	"0.0102847486867211"
"FEBRL"	"50%-Rule Parameter choice"	"2"	"18"	"500"	"0.95"	"10000"	"10000"	"10000"	"8125"	"0"	"1875"	"99990000"	"0.8125"	"1"	"0.90625"	"0.0102847486867211"
"FEBRL"	"50%-Rule Parameter choice"	"2"	"18"	"500"	"0.9"	"10000"	"10000"	"10000"	"8556"	"0"	"1444"	"99990000"	"0.8556"	"1"	"0.9278"	"0.0102847486867211"
"FEBRL"	"50%-Rule Parameter choice"	"2"	"18"	"500"	"0.85"	"10000"	"10000"	"10000"	"9279"	"1"	"721"	"99989999"	"0.9279"	"0.99989224137931"	"0.963896120689655"	"0.0102847486867211"
"FEBRL"	"50%-Rule Parameter choice"	"2"	"18"	"500"	"0.8"	"10000"	"10000"	"10000"	"9721"	"26"	"279"	"99989974"	"0.9721"	"0.99733251256797"	"0.984716256283985"	"0.0102847486867211"
"FEBRL"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"1"	"10000"	"10000"	"10000"	"8517"	"28"	"1483"	"99989972"	"0.8517"	"0.99672322995904"	"0.92421161497952"	"0.212730828021561"
"FEBRL"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.95"	"10000"	"10000"	"10000"	"8593"	"34"	"1407"	"99989966"	"0.8593"	"0.996058884896256"	"0.927679442448128"	"0.212730828021561"
